Date,next day,Precip Type,Temperature (C),Apparent Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Pressure (millibars)
2008/9/16,Overcast,rain,10.79791667,10.28078704,0.878333333,9.918270833,270.375,6.746570833,1011.2825
2008/9/17,Overcast,rain,9.641435185,8.856944444,0.884583333,11.0264875,245.0833333,7.306716667,1017.63375
2008/9/18,Mostly Cloudy,rain,9.913425926,9.292592593,0.8275,7.978891667,293.125,10.00547917,1022.15
2008/9/19,Overcast,rain,9.793055556,9.537037037,0.810833333,6.841158333,208.5,9.301775,1020.143333
2008/9/20,Overcast,rain,10.36412037,9.953935185,0.830833333,9.592916667,309.8333333,8.862379167,1019.544167
2008/9/21,Mostly Cloudy,rain,10.78912037,10.63587963,0.830833333,6.138795833,277.0416667,9.526504167,1017.482917
2008/9/22,Mostly Cloudy,rain,11.36805556,11.32268519,0.800416667,4.3449875,271.0416667,8.098970833,1015.325
2008/9/23,Mostly Cloudy,rain,13.01018519,12.88263889,0.755833333,4.116233333,255.75,10.09402917,1015.315417
2008/9/24,Mostly Cloudy,rain,13.08935185,13.06203704,0.7275,5.290191667,221.3333333,10.5595875,1017.8525
2008/9/25,Mostly Cloudy,rain,13.16574074,13.03587963,0.789166667,13.06783333,105,10.88494167,1019.505
2008/9/26,Mostly Cloudy,rain,12.00740741,11.52523148,0.7925,12.86658333,91.375,11.57120417,1024.290833
2008/9/27,Mostly Cloudy,rain,11.30810185,11.21018519,0.8,8.70205,39.08333333,10.62667083,1026.86375
2008/9/28,Partly Cloudy,rain,12.40856481,12.31875,0.70875,5.188895833,194.375,9.387641667,1024.358333
2008/9/29,Partly Cloudy,rain,11.78310185,11.57800926,0.679166667,6.2286875,215.625,10.23155,1019.7325
2008/9/30,Mostly Cloudy,rain,12.18032407,11.98125,0.709583333,8.066770833,187.5,9.264208333,1016.01
2008/10/1,Mostly Cloudy,rain,15.50601852,15.37083333,0.64625,13.62395417,202.125,12.0770125,1012.48875
2008/10/2,Mostly Cloudy,rain,17.11157407,17.11157407,0.67375,11.06137083,174.9166667,11.68524583,1010.488333
2008/10/3,Mostly Cloudy,rain,17.72569444,17.72569444,0.73875,7.567,168.5416667,9.936383333,1007.866667
2008/10/4,Overcast,rain,11.09206349,10.79404762,0.879285714,14.2968,308.1428571,9.7382,1009.359286
2008/10/5,Partly Cloudy,rain,8.480952381,6.696031746,0.774285714,17.733,300.2857143,11.1642,1014.61
2008/10/6,Partly Cloudy,rain,12.18931624,11.9034188,0.71,9.543584615,268.9230769,11.97963846,1017.263077
2008/10/7,Partly Cloudy,rain,14.1337963,14.03703704,0.735416667,8.8328625,285.625,11.9784,1018.420417
2008/10/8,Mostly Cloudy,rain,14.80625,14.71041667,0.75625,3.647320833,139.2083333,10.74339583,1019.84125
2008/10/9,Partly Cloudy,rain,14.8,14.8,0.779166667,4.168558333,129.625,9.677441667,1027.11
2008/10/10,Partly Cloudy,rain,14.07962963,14.02106481,0.768333333,4.696504167,219.625,7.656220833,1032.565833
2008/10/11,Partly Cloudy,rain,13.46782407,13.3912037,0.79375,4.407375,285.9166667,5.980479167,1033.121667
2008/10/12,Partly Cloudy,rain,14.02060185,13.99421296,0.759583333,3.068391667,208.3333333,6.083116667,1029.424583
2008/10/13,Clear,rain,12.39166667,12.30810185,0.813333333,4.294004167,213.4583333,4.807191667,1024.437917
2008/10/14,Partly Cloudy,rain,12.0099537,11.85231481,0.82,3.530595833,211,5.3452,1021.612917
2008/10/15,Mostly Cloudy,rain,16.0349537,16.02662037,0.715,4.842075,241.0416667,9.097170833,1019.607083
2008/10/16,Overcast,rain,16.82685185,16.78773148,0.688333333,10.77425417,191.3333333,6.976666667,1014.475
2008/10/17,Clear,rain,10.31180556,9.46712963,0.834166667,14.14116667,282.5833333,9.608345833,1017.619583
2008/10/18,Partly Cloudy,rain,8.307407407,7.573842593,0.759583333,6.5205,199.6666667,10.25905417,1025.61875
2008/10/19,Partly Cloudy,rain,8.888425926,8.665046296,0.790416667,4.054516667,177.0416667,9.3058,1025.8675
2008/10/20,Mostly Cloudy,rain,10.26296296,10.06041667,0.78125,4.125625,141.4583333,7.970841667,1025.079167
2008/10/21,Partly Cloudy,rain,11.90185185,11.78634259,0.750833333,5.148645833,111.75,8.897933333,1020.53375
2008/10/22,Mostly Cloudy,rain,13.64953704,13.2337963,0.71375,11.17809583,149.2916667,10.56696667,1019.945417
2008/10/23,Mostly Cloudy,rain,11.33935185,10.9275463,0.777916667,12.3466875,214.4166667,9.900829167,1025.033333
2008/10/24,Mostly Cloudy,rain,8.827777778,8.130092593,0.779166667,7.252379167,115.9166667,11.27469583,1028.652083
2008/10/25,Mostly Cloudy,rain,9.534259259,9.171296296,0.79375,6.862625,201.375,7.63945,1031.54
2008/10/26,Mostly Cloudy,rain,8.880555556,8.604166667,0.783333333,4.0914125,222.5,6.463479167,1028.9925
2008/10/27,Mostly Cloudy,rain,9.05,7.521296296,0.76375,13.27512083,162.9166667,9.128029167,1018.197917
2008/10/28,Mostly Cloudy,rain,11.4724537,10.38310185,0.734583333,15.09844583,152.375,9.4969875,1013.707917
2008/10/29,Mostly Cloudy,rain,14.38099415,13.94853801,0.706315789,23.48227368,158.2105263,10.98613158,1009.845789
2008/10/30,Mostly Cloudy,rain,12.4308642,12.19938272,0.752222222,11.89432222,207.1111111,13.93186667,1008.246667
2008/10/31,Mostly Cloudy,rain,13.4849537,13.17546296,0.698333333,11.330375,156,11.85697917,1016.511667
2008/11/1,Mostly Cloudy,rain,15.90454545,15.90454545,0.775454545,14.49512273,156.5,11.31537273,1013.872727
2008/11/2,Partly Cloudy,rain,14.2525463,14.2525463,0.838333333,4.736083333,176.0416667,6.7137,1018.6375
2008/11/3,Partly Cloudy,rain,13.79375,13.79375,0.805833333,7.2067625,107.125,8.015116667,1021.074167
2008/11/4,Partly Cloudy,rain,14.10144928,13.98961353,0.796086957,11.7537,133.1304348,9.1637,1022.719565
2008/11/5,Mostly Cloudy,rain,15.23913043,15.20917874,0.756956522,13.1327,141.4347826,9.485,1020.653478
2008/11/6,Mostly Cloudy,rain,14.53171296,14.34861111,0.77375,6.757975,103.625,9.657316667,1018.479167
2008/11/7,Overcast,rain,13.05339506,13.05339506,0.736666667,17.91482778,149.2222222,11.48019444,1019.696111
2008/11/8,Partly Cloudy,rain,11.83947368,11.83947368,0.745789474,18.49720526,155.7894737,12.17075263,1025.025263
2008/11/9,Mostly Cloudy,rain,10.46273148,9.352777778,0.685416667,15.34799583,170.7916667,11.78654167,1030.9475
2008/11/10,Partly Cloudy,rain,8.402777778,7.361342593,0.675833333,8.980445833,119.3333333,11.74964583,1031.971667
2008/11/11,Mostly Cloudy,rain,7.346759259,5.506481481,0.71,14.26594167,141.4166667,11.32567917,1025.18
2008/11/12,Mostly Cloudy,rain,6.872222222,5.240509259,0.77625,9.788129167,141.8333333,9.558704167,1022.075833
2008/11/13,Mostly Cloudy,rain,9.173148148,8.23287037,0.664166667,8.8067,73.125,11.80867917,1023.01375
2008/11/14,Foggy,rain,7.086342593,6.262731481,0.73875,5.824845833,172.125,8.316320833,1026.930833
2008/11/15,Foggy,rain,3.602083333,3.212962963,0.905,3.449425,254.1666667,1.3946625,1029.567083
2008/11/16,Partly Cloudy,rain,3.349768519,2.496527778,0.911666667,6.2407625,217.7916667,2.079583333,1025.964583
2008/11/17,Partly Cloudy,rain,5.283080808,2.642171717,0.773181818,13.28689091,315.2272727,10.31424545,1024.120909
2008/11/18,Mostly Cloudy,rain,2.265740741,0.715046296,0.779166667,6.490983333,131.7083333,11.47057917,1022.111667
2008/11/19,Mostly Cloudy,rain,3.197916667,1.556712963,0.758333333,8.773829167,233.125,11.23243333,1018.56375
2008/11/20,Overcast,rain,6.728703704,4.493209877,0.633333333,14.42470556,215.6111111,11.36838889,1013.880556
2008/11/21,Clear,rain,7.533333333,6.119444444,0.785,8.665825,213,10.6642375,1002.5725
2008/11/22,Partly Cloudy,rain,-0.511111111,-5.433333333,0.795,17.26725,277,15.41575,998.385
2008/11/23,Mostly Cloudy,snow,-1.086296296,-5.519259259,0.750666667,14.64563333,230.1333333,13.01094667,1005.138
2008/11/24,Overcast,rain,0.666931217,-4.361904762,0.67952381,20.3527,158.3333333,12.5948,1003.932381
2008/11/25,Mostly Cloudy,rain,2.469675926,-0.342592593,0.892916667,11.64835,279.5,6.1985,1007.319167
2008/11/26,Mostly Cloudy,rain,0.759259259,-2.664814815,0.794583333,12.24069583,302.875,9.536566667,1022.992917
2008/11/27,Mostly Cloudy,rain,0.8125,-1.506481481,0.790833333,7.980904167,206.5833333,8.739616667,1028.03625
2008/11/28,Overcast,rain,0.698611111,-2.757638889,0.796666667,12.8659125,114.5,8.703391667,1019.497917
2008/11/29,Mostly Cloudy,rain,5.224836601,1.374509804,0.820588235,20.24432941,165.0588235,11.50392353,1007.925294
2008/11/30,Mostly Cloudy,rain,6.810858586,4.378535354,0.845909091,16.75058636,150.1363636,9.932236364,1011.513182
2008/12/1,Mostly Cloudy,rain,7.03037037,4.61,0.834666667,15.68784,158.2,11.37196667,1009.994
2008/12/2,Overcast,rain,6.79212963,5.548148148,0.862916667,7.6052375,137.0833333,8.783891667,1012.525
2008/12/3,Foggy,rain,6.152083333,5.681018519,0.908333333,4.444941667,179.3333333,4.16185,1009.0525
2008/12/4,Mostly Cloudy,rain,6.441898148,4.776851852,0.940833333,9.749891667,84.16666667,1.139745833,1005.64875
2008/12/5,Mostly Cloudy,rain,8.872807018,7.056725146,0.767894737,21.84854737,176.8421053,10.44551053,1005.116842
2008/12/6,Mostly Cloudy,rain,8.481642512,7.08236715,0.873913043,11.1713,211,9.9617,1009.19
2008/12/7,Partly Cloudy,rain,4.328835979,0.410582011,0.835714286,19.0854,310.1904762,10.47113333,1015.568571
2008/12/8,Partly Cloudy,rain,2.685416667,-0.986111111,0.79625,16.34955,303.625,10.12824167,1022.98875
2008/12/9,Mostly Cloudy,rain,0.939583333,-1.489583333,0.845833333,9.478204167,192.0416667,7.811854167,1023.355417
2008/12/10,Mostly Cloudy,rain,1.490509259,-2.473611111,0.787083333,14.9991625,144.125,10.46365833,1020.196667
2008/12/11,Mostly Cloudy,rain,4.524074074,0.214351852,0.615,22.664775,145.8333333,13.30665,1016.331667
2008/12/12,Overcast,rain,5.358564815,3.170601852,0.760416667,10.5756875,73.95833333,11.90460833,1014.962917
2008/12/13,Mostly Cloudy,rain,5.188888889,3.512962963,0.865833333,8.086225,86.08333333,8.844266667,1015.521667
2008/12/14,Mostly Cloudy,rain,5.033333333,1.736342593,0.817083333,15.94637917,145.3333333,11.66780417,1017.556667
2008/12/15,Mostly Cloudy,rain,6.027777778,2.719907407,0.784583333,18.06554167,139.75,11.73824167,1022.2975
2008/12/16,Overcast,rain,6.380193237,3.155797101,0.792608696,17.7912,147.3913043,11.9854,1021.533913
2008/12/17,Overcast,rain,6.939236111,3.516319444,0.834375,20.53454375,151,9.1991375,1013.194375
2008/12/18,Overcast,rain,8.082175926,6.623842593,0.919583333,9.393008333,134.4166667,7.850091667,1010.539583
2008/12/19,Overcast,rain,3.510416667,-0.611805556,0.8975,18.77930833,274.7916667,10.517325,1016.090833
2008/12/20,Partly Cloudy,rain,3.729398148,-0.072685185,0.85375,17.5147875,300.9583333,10.10207917,1021.066667
2008/12/21,Mostly Cloudy,rain,2.659375,-1.101388889,0.82375,15.5224125,302.6875,11.12006875,1023.84875
2008/12/22,Partly Cloudy,rain,2.791161616,-0.068434343,0.870909091,13.3147,269.9545455,11.27731818,1026.515455
2008/12/23,Partly Cloudy,rain,3.688461538,-0.744444444,0.730769231,21.82912308,318.3076923,13.62679231,1024.78
2008/12/24,Clear,rain,0.622222222,-1.859490741,0.73625,9.3440375,270.9583333,9.8230125,1027.24375
2008/12/25,Clear,snow,-1.211805556,-5.154166667,0.883333333,11.99517083,139.1666667,5.545108333,1027.2925
2008/12/26,Foggy,snow,-5.696296296,-9.525925926,0.916666667,8.479333333,337.6666667,9.982,1034.486667
2008/12/31,Overcast,snow,-6.218055556,-9.112731481,0.910833333,7.184625,243.875,2.26205,1027.60375
2009/1/1,Mostly Cloudy,snow,-4.850925926,-7.171759259,0.820833333,6.7801125,237.625,5.796,1026.38875
2009/1/2,Mostly Cloudy,snow,-4.144907407,-6.835185185,0.7775,7.752820833,188.2916667,8.769804167,1026.393333
2009/1/3,Foggy,snow,-5.573611111,-6.333796296,0.841666667,3.9424875,135.75,5.28885,1027.430417
2009/1/4,Mostly Cloudy,snow,-7.615740741,-10.41990741,0.861666667,8.1647125,179.2083333,4.185329167,1021.5625
2009/1/5,Foggy,snow,-6.193518519,-9.616435185,0.851666667,9.1870625,121.6666667,4.7273625,1019.82375
2009/1/6,Foggy,snow,-6.563888889,-8.489583333,0.867916667,5.690679167,84.58333333,3.3166,1023.52
2009/1/7,Clear,snow,-5.72662037,-8.570833333,0.877083333,7.751479167,211.25,3.312575,1022.475
2009/1/8,Foggy,snow,-4.257189542,-7.775816993,0.75,9.589917647,210.1176471,8.361582353,1028.844118
2009/1/9,Foggy,snow,-10.73271605,-11.22654321,0.884444444,2.8658,54.88888889,2.9785,1034.418889
2009/1/12,Foggy,snow,-5.555555556,-8.594444444,0.88,6.44,120,4.025,1034.8
2009/1/13,Mostly Cloudy,snow,-5.874305556,-8.395833333,0.905833333,7.060520833,87.16666667,2.787983333,1028.787083
2009/1/14,Foggy,snow,-0.894212963,-3.521296296,0.847916667,8.463904167,131.0833333,3.815029167,1016.995
2009/1/15,Foggy,snow,-0.003703704,-2.676851852,0.912083333,8.592704167,245.5416667,2.569291667,1020.495417
2009/1/16,Overcast,snow,0.006944444,-2.024768519,0.904166667,7.379166667,229.9166667,2.902695833,1024.767083
2009/1/17,Foggy,snow,-0.523148148,-2.677546296,0.809583333,7.214141667,171.25,7.817220833,1027.055833
2009/1/18,Mostly Cloudy,snow,-0.826851852,-5.065277778,0.948333333,13.53205,184.6666667,2.302970833,1018.1375
2009/1/19,Mostly Cloudy,rain,4.171759259,0.874537037,0.82125,14.91329583,217.0833333,11.85832083,1012.049583
2009/1/20,Overcast,rain,6.712962963,4.020833333,0.785416667,17.5590625,153.7916667,11.592,1007.57125
2009/1/21,Overcast,rain,7.037830688,3.71984127,0.812857143,19.98853333,150.5238095,12.742,1007.057143
2009/1/22,Foggy,rain,5.696296296,4.254398148,0.917083333,8.05,187.25,6.762,1006.73
2009/1/25,Overcast,rain,2.640740741,-0.996296296,0.933888889,14.45064444,124.4444444,4.477588889,999.6861111
2009/1/26,Overcast,rain,2.502083333,1.220138889,0.89875,6.484945833,191.875,6.052258333,1005.91
2009/1/27,Overcast,rain,4.5852657,0.925362319,0.947826087,18.095,66.56521739,5.257,1007.143478
2009/1/28,Overcast,rain,4.00410628,0.211835749,0.962608696,17.3642,125.4782609,8.3951,1005.568696
2009/1/29,Mostly Cloudy,rain,4.015217391,0.596376812,0.928695652,14.9394,36.73913043,11.8076,1011.767391
2009/1/30,Mostly Cloudy,rain,1.568981481,-2.541435185,0.794583333,16.13152917,82.70833333,12.45267917,1019.330833
2009/1/31,Overcast,rain,0.696990741,-1.425694444,0.750416667,8.0238375,254.0833333,11.66109583,1017.952083
2009/2/1,Mostly Cloudy,rain,1.285648148,-2.17337963,0.873333333,12.57745417,91.29166667,10.07055,1017.170833
2009/2/2,Overcast,rain,2.977314815,-0.237731481,0.77125,14.5061,123.9166667,11.64902083,1018.480417
2009/2/3,Mostly Cloudy,rain,4.595679012,0.242901235,0.827777778,23.16521667,148.6111111,10.92832222,1010.395556
2009/2/4,Partly Cloudy,rain,6.876851852,4.468518519,0.845833333,13.29725833,187,11.12174583,1001.626667
2009/2/5,Mostly Cloudy,rain,8.018981481,6.351157407,0.842916667,14.25722083,206.8333333,9.059604167,1005.9775
2009/2/6,Clear,rain,8.774879227,7.093961353,0.745217391,13.8985,167.2173913,11.9168,1003.826522
2009/2/9,Overcast,rain,2.087121212,-1.233080808,0.927727273,13.74427727,237.7727273,8.140013636,1007.173182
2009/2/10,Overcast,rain,2.411594203,-1.305555556,0.813043478,16.3877,155.3478261,10.0744,1007.674348
2009/2/11,Overcast,rain,4.183862434,1.225132275,0.835714286,14.64563333,209.6666667,11.57053333,1003.972381
2009/2/12,Overcast,rain,0.944097222,-4.063888889,0.81125,20.44800625,324.25,11.185475,1005.733125
2009/2/13,Overcast,snow,-1.200241546,-6.673188406,0.883478261,20.1943,304.1304348,6.9713,1008.84
2009/2/14,Foggy,snow,-0.331944444,-3.946296296,0.8775,11.38337083,313.0833333,8.003041667,1012.348333
2009/2/15,Partly Cloudy,snow,-0.660628019,-5.678743961,0.885652174,18.3687,317.7826087,5.8534,1020.199565
2009/2/16,Overcast,snow,-1.503240741,-5.917361111,0.786666667,13.67359583,259.9583333,12.0267,1021.697083
2009/2/17,Mostly Cloudy,snow,-0.12962963,-4.624074074,0.964166667,15.62974583,232.875,4.9366625,1012.38375
2009/2/18,Partly Cloudy,snow,-3.039444444,-8.552777778,0.8,17.789695,217.2,9.56018,1016.948
2009/2/19,Partly Cloudy,snow,-3.797089947,-9.958730159,0.764285714,20.6425,258.0952381,11.62266667,1020.445238
2009/2/20,Overcast,snow,-2.416666667,-5.598611111,0.734166667,9.253475,288.6666667,12.25746667,1025.895417
2009/2/21,Partly Cloudy,snow,-1.381018519,-3.937268519,0.885833333,8.42835,124.5833333,6.515133333,1026.307917
2009/2/22,Mostly Cloudy,snow,-3.431018519,-6.65787037,0.765,8.689304167,138.3333333,8.4665875,1024.172083
2009/2/23,Mostly Cloudy,snow,-2.186111111,-6.29375,0.829166667,12.13805833,156.125,5.797341667,1016.895833
2009/2/24,Mostly Cloudy,snow,0.143981481,-2.502777778,0.773333333,8.713454167,122.5833333,7.896379167,1020.2725
2009/2/25,Mostly Cloudy,rain,1.490972222,-0.153703704,0.750416667,7.434175,266.0416667,8.3699875,1028.031667
2009/2/26,Partly Cloudy,rain,2.947685185,0.608796296,0.735833333,10.76620417,260.4166667,10.65954167,1022.034167
2009/2/27,Mostly Cloudy,rain,3.059090909,-0.216666667,0.822272727,14.44609091,280.2272727,10.62453636,1015.245909
2009/2/28,Mostly Cloudy,rain,4.095601852,1.358333333,0.855,13.52265833,271.0833333,11.443075,1017.920833
2009/3/1,Mostly Cloudy,rain,6.614975845,6.069806763,0.840434783,8.1319,113.4347826,7.9716,1016.963478
2009/3/2,Overcast,rain,7.289371981,6.395652174,0.792173913,5.5615,85.91304348,7.9982,1015.832609
2009/3/3,Mostly Cloudy,rain,6.0375,5.524305556,0.8275,4.738766667,186.5,7.596516667,1016.662083
2009/3/4,Clear,rain,8.830409357,6.991812865,0.815263158,17.46934737,147.4210526,8.396573684,1009.661053
2009/3/7,Partly Cloudy,rain,6.996666667,3.14,0.784,24.61368,320.2,14.16156,1000.764
2009/3/8,Mostly Cloudy,rain,3.919135802,0.890123457,0.716666667,12.85853333,264,13.1698,1007.151111
2009/3/9,Partly Cloudy,rain,6.320277778,3.531666667,0.7025,17.44113,276.95,12.29879,1006.053
2009/3/10,Mostly Cloudy,rain,4.407986111,1.274652778,0.711875,14.5886125,223.875,11.9482125,1014.22125
2009/3/11,Mostly Cloudy,rain,4.916666667,2.300925926,0.75875,12.5197625,240.625,11.51485417,1013.664583
2009/3/12,Mostly Cloudy,rain,5.141666667,1.604166667,0.702916667,18.29228333,303,11.274025,1019.215833
2009/3/13,Partly Cloudy,rain,4.356084656,1.472486772,0.861428571,13.5654,245.7619048,11.57896667,1015.505714
2009/3/14,Overcast,rain,4.615740741,2.445601852,0.67875,9.521808333,206.7916667,12.111225,1021.866667
2009/3/15,Mostly Cloudy,rain,5.8125,4.857638889,0.74625,7.538825,221.0416667,9.709641667,1022.99625
2009/3/16,Overcast,rain,7.261111111,4.964021164,0.807619048,15.67066667,196.0952381,10.31013333,1025.712381
2009/3/17,Mostly Cloudy,rain,6.163768116,3.194927536,0.654347826,15.3811,265.9130435,11.2889,1026.663913
2009/3/18,Partly Cloudy,rain,2.860493827,-1.124074074,0.731111111,17.51501111,306.3333333,14.42381111,1019.695556
2009/3/19,Partly Cloudy,rain,2.468783069,-0.595767196,0.636666667,14.5015,299.6666667,12.41156667,1018.637143
2009/3/20,Partly Cloudy,rain,1.659259259,-2.16712963,0.75,15.4097125,104.6666667,12.36547083,1022.824583
2009/3/21,Partly Cloudy,rain,2.851633987,-1.561437908,0.638823529,19.91475294,32.64705882,11.48782353,1021.305882
2009/3/22,Mostly Cloudy,rain,4.411403509,1.433918129,0.566315789,15.79579474,300.7894737,10.56837895,1016.977895
2009/3/23,Overcast,rain,7.294444444,5.529166667,0.606666667,13.528025,240.1666667,13.03563333,1005.375
2009/3/24,Partly Cloudy,rain,5.496296296,2.228703704,0.647222222,16.77888333,281.8333333,12.75030556,1001.482778
2009/3/25,Mostly Cloudy,rain,1.874652778,-1.15625,0.523125,14.18913125,254.6875,11.1995625,1007.55
2009/3/26,Partly Cloudy,rain,4.298232323,2.204545455,0.505909091,9.975413636,159.5909091,11.57370455,1010.495909
2009/3/27,Mostly Cloudy,rain,7.886666667,6.66,0.558,13.53473333,201.9333333,12.236,1011.402
2009/3/28,Overcast,rain,10.9132716,9.90462963,0.566666667,16.87816667,172.5,12.12061667,1011.6
2009/3/29,Mostly Cloudy,rain,12.30347222,11.915625,0.629375,20.306125,165.3125,11.901925,1009.27125
2009/3/30,Overcast,rain,12.85347222,12.46388889,0.7575,15.612975,274.5,12.50902917,1013.402917
2009/3/31,Partly Cloudy,rain,12.12337963,11.54490741,0.757083333,11.6403,108.5833333,12.05152083,1020.830833
2009/4/1,Partly Cloudy,rain,13.58009259,13.0650463,0.687083333,9.003254167,53.95833333,12.09579583,1019.029167
2009/4/2,Partly Cloudy,rain,14.04772727,13.28207071,0.604545455,14.60709091,80.59090909,10.71747727,1020.504091
2009/4/3,Partly Cloudy,rain,14.59930556,14.40532407,0.6225,9.443320833,121.5416667,11.56852083,1021.356667
2009/4/4,Partly Cloudy,rain,14.44305556,14.37523148,0.605416667,4.952091667,161.7916667,11.25121667,1018.866667
2009/4/5,Partly Cloudy,rain,15.35717593,15.18240741,0.557083333,7.833991667,166.2083333,11.161325,1017.934167
2009/4/6,Partly Cloudy,rain,14.58981481,14.30532407,0.555416667,5.420333333,197.9583333,11.71945833,1015.3075
2009/4/7,Partly Cloudy,rain,14.47337963,14.12384259,0.6,8.296195833,192.9583333,10.89701667,1014.170833
2009/4/8,Partly Cloudy,rain,15.31273148,14.99722222,0.49375,9.822341667,162.1666667,10.92921667,1016.53
2009/4/9,Partly Cloudy,rain,15.90115741,15.83981481,0.517083333,5.1741375,140.6666667,10.8031,1017.537917
2009/4/10,Partly Cloudy,rain,16.3212963,16.18101852,0.496666667,7.513333333,156.75,11.81807083,1014.597083
2009/4/11,Clear,rain,17.14351852,17.00069444,0.532916667,15.04008333,174.4166667,11.90595,1013.005833
2009/4/12,Mostly Cloudy,rain,15.29318182,15.10808081,0.511363636,18.78796818,167.6818182,11.94107727,1012.353182
2009/4/13,Mostly Cloudy,rain,12.28181818,11.70227273,0.585454545,11.79617727,153.5454545,11.92351364,1010.025909
2009/4/14,Partly Cloudy,rain,11.0875,10.65902778,0.71375,6.556054167,179.2083333,11.90729167,1009.48375
2009/4/15,Clear,rain,13.4625,13.33541667,0.639166667,7.139008333,147.625,11.20291667,1013.090833
2009/4/16,Mostly Cloudy,rain,15.50810185,15.15856481,0.51375,8.76645,102.875,11.85228333,1013.75375
2009/4/17,Mostly Cloudy,rain,12.94267677,12.41414141,0.697272727,14.77394545,171.9090909,12.01865,1011.619091
2009/4/18,Mostly Cloudy,rain,14.09722222,13.94837963,0.646666667,6.237408333,170.1666667,9.4969875,1015.189167
2009/4/19,Mostly Cloudy,rain,17.27523148,17.27523148,0.531666667,9.059604167,54.95833333,12.22727917,1019.24375
2009/4/20,Mostly Cloudy,rain,16.92268519,16.92268519,0.667916667,9.0783875,107.5833333,12.28497083,1020.104167
2009/4/21,Partly Cloudy,rain,15.72476852,15.72476852,0.502916667,16.353575,29.83333333,10.54684167,1016.55875
2009/4/22,Partly Cloudy,rain,13.91365741,13.73912037,0.6025,10.28655833,161.5833333,12.537875,1016.452917
2009/4/23,Partly Cloudy,rain,10.7673913,10.24565217,0.666521739,8.6947,126.2173913,12.0344,1018.423043
2009/4/24,Clear,rain,12.99097222,12.84282407,0.648333333,8.2009375,88.875,10.85609583,1019.874167
2009/4/25,Partly Cloudy,rain,13.96203704,13.57476852,0.47,13.7715375,73.16666667,11.85899167,1020.813333
2009/4/26,Clear,rain,12.36400966,11.38067633,0.524782609,19.7435,143.3478261,12.3522,1023.409565
2009/4/27,Clear,rain,11.05,9.395299145,0.528461538,21.49721538,135.5384615,13.58592308,1017.626154
2009/4/28,Mostly Cloudy,rain,13.25222222,12.53296296,0.484,18.36366,141.3333333,13.26425333,1011.740667
2009/4/29,Partly Cloudy,rain,15.96782407,15.96782407,0.459166667,11.47795833,148,12.006575,1009.251667
2009/4/30,Partly Cloudy,rain,15.76497585,15.68405797,0.58173913,7.5201,165.0869565,12.0288,1008.331739
2009/5/1,Partly Cloudy,rain,16.84351852,16.77160494,0.495555556,18.48458889,128.5,11.68144444,1010.072778
2009/5/2,Mostly Cloudy,rain,12.7712963,12.22685185,0.511666667,12.70960833,287.5,11.98309583,1019.13
2009/5/3,Mostly Cloudy,rain,14.66062802,14.44710145,0.72,6.0018,157.4347826,10.8535,1020.226522
2009/5/4,Partly Cloudy,rain,16.25300926,16.25300926,0.614166667,7.909795833,184.1666667,11.660425,1015.601667
2009/5/5,Mostly Cloudy,rain,13.72486772,12.95132275,0.607142857,17.01233333,303.2380952,12.0244,1017.007619
2009/5/6,Partly Cloudy,rain,13.77826087,13.32004831,0.564347826,15.5001,286.3478261,12.4908,1017.286087
2009/5/7,Partly Cloudy,rain,14.07326389,14.07326389,0.6025,14.50106875,288.875,12.9584875,1018.17875
2009/5/8,Partly Cloudy,rain,17.25115741,17.20601852,0.5,6.082445833,132.9583333,11.32769167,1019.776667
2009/5/9,Partly Cloudy,rain,19.36782407,19.29236111,0.556666667,7.105466667,163,12.13470417,1020.07875
2009/5/10,Partly Cloudy,rain,20.56527778,20.39953704,0.594166667,7.713241667,149,12.2017875,1018.824167
2009/5/11,Mostly Cloudy,rain,21.41273148,21.11481481,0.5575,9.658658333,216.9166667,12.079025,1015.35375
2009/5/12,Mostly Cloudy,rain,19.13842593,19.13842593,0.542083333,16.4843875,211.7916667,12.30308333,1016.19875
2009/5/13,Mostly Cloudy,rain,13.06967593,12.99027778,0.595416667,9.5312,113.3333333,12.135375,1020.033333
2009/5/14,Mostly Cloudy,rain,14.41388889,14.38773148,0.655,10.5314125,68.33333333,12.42450417,1015.34375
2009/5/15,Mostly Cloudy,rain,19.04305556,18.8912037,0.62125,8.636308333,94.29166667,11.05600417,1011.59625
2009/5/16,Partly Cloudy,rain,20.06273148,20.025,0.6125,9.524491667,231.2083333,10.97885833,1014.4125
2009/5/17,Partly Cloudy,rain,21.29699074,21.18032407,0.585416667,7.41405,98.33333333,11.88649583,1018.405
2009/5/18,Partly Cloudy,rain,23.69699074,23.15509259,0.491666667,8.5652,100.8333333,12.022675,1016.956667
2009/5/19,Partly Cloudy,rain,21.51190476,21.51746032,0.681428571,13.294,174.5714286,11.98146667,1018.542857
2009/5/20,Mostly Cloudy,rain,21.13541667,21.12986111,0.690833333,8.8529875,193.7083333,11.73354583,1019.995417
2009/5/21,Mostly Cloudy,rain,21.69467593,21.53263889,0.577083333,5.490770833,129,11.76037917,1018.16875
2009/5/22,Partly Cloudy,rain,23.69646465,23.41641414,0.570909091,12.4292,205.5909091,11.57443636,1014.033636
